instruction,input,output,source,task
This is an example of Hassania Arabic from Mauritania:,,يارب يعمل الممثل العم دكولهالو ملي والتو,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: الله يحفظ و يعطيها مورادها فيه",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,الله يحفظ و يعطيها مورادها فيه,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,الله يحفظ و يعطيها مورادها فيه,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: محلاه بلا فايدة خاصة اهل آمريك الواحد إحني عن اعود مدون الا ارصف الحيط",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,محلاه بلا فايدة خاصة اهل آمريك الواحد إحني عن اعود مدون الا ارصف الحيط,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,محلاه بلا فايدة خاصة اهل آمريك الواحد إحني عن اعود مدون الا ارصف الحيط,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: اسلمها ان شاء الله الدحسنا بذا من شكر راسو",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,اسلمها ان شاء الله الدحسنا بذا من شكر راسو,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,اسلمها ان شاء الله الدحسنا بذا من شكر راسو,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: البرور يجلب الخير",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,البرور يجلب الخير,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,البرور يجلب الخير,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ياربي اخليهالو واخليه الها اصل من صابلها ذا الخلق الا سم",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,ياربي اخليهالو واخليه الها اصل من صابلها ذا الخلق الا سم,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ياربي اخليهالو واخليه الها اصل من صابلها ذا الخلق الا سم,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: أكيد السبب ضغط من الحكومة الفاشلة",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,أكيد السبب ضغط من الحكومة الفاشلة,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,أكيد السبب ضغط من الحكومة الفاشلة,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: كل الاحترام والتقدير",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,كل الاحترام والتقدير,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,كل الاحترام والتقدير,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: الله يحفظك ذاك صالح",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,الله يحفظك ذاك صالح,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,الله يحفظك ذاك صالح,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: دور نتوحش ذيك بعد المنفى الاختياري ههه",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,دور نتوحش ذيك بعد المنفى الاختياري ههه,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,دور نتوحش ذيك بعد المنفى الاختياري ههه,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: الحمدلله أصل صحة",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,الحمدلله أصل صحة,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,الحمدلله أصل صحة,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هههههه استغفر الله العظيم",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,هههههه استغفر الله العظيم,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هههههه استغفر الله العظيم,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: العم هو الممثل الموريتاني المشهور",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,العم هو الممثل الموريتاني المشهور,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,العم هو الممثل الموريتاني المشهور,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ذاك زين يبوي",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,ذاك زين يبوي,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ذاك زين يبوي,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: الله يسلم والدته و يطول عمرها و عقبال والدات المدونيين لخرين",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,الله يسلم والدته و يطول عمرها و عقبال والدات المدونيين لخرين,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,الله يسلم والدته و يطول عمرها و عقبال والدات المدونيين لخرين,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: أفضل قرار",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,أفضل قرار,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,أفضل قرار,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: معناه نهاية النضال",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,معناه نهاية النضال,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,معناه نهاية النضال,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: زين بعد ذيك خليك اتريند",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,زين بعد ذيك خليك اتريند,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,زين بعد ذيك خليك اتريند,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ذاك مايطول",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,ذاك مايطول,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ذاك مايطول,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: الله اطول اعمرها انشالل الي فصلتو امعاه",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,الله اطول اعمرها انشالل الي فصلتو امعاه,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,الله اطول اعمرها انشالل الي فصلتو امعاه,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: الله يعطيه أل فالبرور",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,الله يعطيه أل فالبرور,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,الله يعطيه أل فالبرور,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: حفظهم الله",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,حفظهم الله,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,حفظهم الله,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: وذ اشفيه من شى يطرا",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,وذ اشفيه من شى يطرا,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,وذ اشفيه من شى يطرا,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: صفحتو لا شكر راص الحمدالله لي وف منو",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,صفحتو لا شكر راص الحمدالله لي وف منو,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,صفحتو لا شكر راص الحمدالله لي وف منو,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: الوالدينْ شي أكبيرْ",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,الوالدينْ شي أكبيرْ,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,الوالدينْ شي أكبيرْ,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: يخزيهم كاملين",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,يخزيهم كاملين,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,يخزيهم كاملين,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: خوي انت زفيفيط",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,خوي انت زفيفيط,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,خوي انت زفيفيط,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: وخيرت بي جهورية لإسلامية الإيراني",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,وخيرت بي جهورية لإسلامية الإيراني,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,وخيرت بي جهورية لإسلامية الإيراني,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ذاك الي يتعلق ب إيران كامل يوخرصلو الا شور النمجاط",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,ذاك الي يتعلق ب إيران كامل يوخرصلو الا شور النمجاط,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ذاك الي يتعلق ب إيران كامل يوخرصلو الا شور النمجاط,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: من زمن الحكومة السابقه وهومو عندهم ذاك النشاط و لاشك انو لاه اعود تكاثر",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,من زمن الحكومة السابقه وهومو عندهم ذاك النشاط و لاشك انو لاه اعود تكاثر,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,من زمن الحكومة السابقه وهومو عندهم ذاك النشاط و لاشك انو لاه اعود تكاثر,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هذ حگ والل لا انت مستحفي",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,هذ حگ والل لا انت مستحفي,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هذ حگ والل لا انت مستحفي,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ابأي صيفة نجابر امعاهم",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,ابأي صيفة نجابر امعاهم,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ابأي صيفة نجابر امعاهم,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: المشكيلة عن هاذ الا وحده من مرادك",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,المشكيلة عن هاذ الا وحده من مرادك,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,المشكيلة عن هاذ الا وحده من مرادك,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: منين اخبار حريڭة ألي فكبتال",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,منين اخبار حريڭة ألي فكبتال,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,منين اخبار حريڭة ألي فكبتال,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: انت كاع أثرك ركاج",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,انت كاع أثرك ركاج,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,انت كاع أثرك ركاج,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: سيد نختيرك تواصلني بيهم",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,سيد نختيرك تواصلني بيهم,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,سيد نختيرك تواصلني بيهم,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: البلد أرخس ال لا يجبر الا انت ونوعك",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,البلد أرخس ال لا يجبر الا انت ونوعك,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,البلد أرخس ال لا يجبر الا انت ونوعك,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: انت ماتكول كلمتين خوات",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,انت ماتكول كلمتين خوات,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,انت ماتكول كلمتين خوات,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: انت أفيسد يخي",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,انت أفيسد يخي,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,انت أفيسد يخي,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: التزوير مايخدم حد الرئيس سيفوز بأصوات نظيفة",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,التزوير مايخدم حد الرئيس سيفوز بأصوات نظيفة,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,التزوير مايخدم حد الرئيس سيفوز بأصوات نظيفة,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: فظمة ف إيرا وفظميتن فيك نت",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,فظمة ف إيرا وفظميتن فيك نت,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,فظمة ف إيرا وفظميتن فيك نت,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: أيو وهاي أحظر أمعاهم أفهاذ ألي أتكول",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,أيو وهاي أحظر أمعاهم أفهاذ ألي أتكول,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,أيو وهاي أحظر أمعاهم أفهاذ ألي أتكول,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: يعلمها الله لحڭ",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,يعلمها الله لحڭ,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,يعلمها الله لحڭ,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: قصدك عن فيه حمله عسكرية",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,قصدك عن فيه حمله عسكرية,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,قصدك عن فيه حمله عسكرية,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: انت بعد بيك لهروب مانك لاه تنسجن",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,انت بعد بيك لهروب مانك لاه تنسجن,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,انت بعد بيك لهروب مانك لاه تنسجن,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: حگ بعد",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,حگ بعد,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,حگ بعد,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هو شنهو",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,هو شنهو,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هو شنهو,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: مانلا الا شفناهم فسانتر امتير",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,مانلا الا شفناهم فسانتر امتير,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,مانلا الا شفناهم فسانتر امتير,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ذ قطعا ألا الحك اليوم ف توجنين كتيبه كامله تزكنن بيب بيب فظمه متوميه",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,ذ قطعا ألا الحك اليوم ف توجنين كتيبه كامله تزكنن بيب بيب فظمه متوميه,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ذ قطعا ألا الحك اليوم ف توجنين كتيبه كامله تزكنن بيب بيب فظمه متوميه,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هاذي صور عند كارفور موري سانتر وسط تفرغ الزينة ماهي الأحياء الشعبية",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,هاذي صور عند كارفور موري سانتر وسط تفرغ الزينة ماهي الأحياء الشعبية,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هاذي صور عند كارفور موري سانتر وسط تفرغ الزينة ماهي الأحياء الشعبية,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ماهي حگ خليك امن الكذب ول اكماش ياأخي انت ماتگد اتعود رجل سياس هاذ النوع امن الكلام ازيگل، البشر مايگول اتعود اتگول انت أنك يبره السياسة",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,ماهي حگ خليك امن الكذب ول اكماش ياأخي انت ماتگد اتعود رجل سياس هاذ النوع امن الكلام ازيگل، البشر مايگول اتعود اتگول انت أنك يبره السياسة,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ماهي حگ خليك امن الكذب ول اكماش ياأخي انت ماتگد اتعود رجل سياس هاذ النوع امن الكلام ازيگل، البشر مايگول اتعود اتگول انت أنك يبره السياسة,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هذ بعد الصوره عند كرفور سيت اسمار في تفرغ زين",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,هذ بعد الصوره عند كرفور سيت اسمار في تفرغ زين,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هذ بعد الصوره عند كرفور سيت اسمار في تفرغ زين,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: و أنت فشلت أن تخلق القلاقل داخل الدولة",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,و أنت فشلت أن تخلق القلاقل داخل الدولة,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,و أنت فشلت أن تخلق القلاقل داخل الدولة,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هاذ لكلام مولاه بعيد بعد",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,هاذ لكلام مولاه بعيد بعد,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هاذ لكلام مولاه بعيد بعد,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: كنا في البداية نعتقد أنها رسالة سياسية لجار السوء",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,كنا في البداية نعتقد أنها رسالة سياسية لجار السوء,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,كنا في البداية نعتقد أنها رسالة سياسية لجار السوء,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: العافيه اموكه",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,العافيه اموكه,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,العافيه اموكه,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ايو حد يفهم راصوا ولل ملي يتكدم",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,ايو حد يفهم راصوا ولل ملي يتكدم,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ايو حد يفهم راصوا ولل ملي يتكدم,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: كتلك لا للتزوير يسو الا يخلك",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,كتلك لا للتزوير يسو الا يخلك,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,كتلك لا للتزوير يسو الا يخلك,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: وحضرتكم إياك لاه اتج تواجه من اكريب",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,وحضرتكم إياك لاه اتج تواجه من اكريب,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,وحضرتكم إياك لاه اتج تواجه من اكريب,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هذي الصور كارفور سيت سمار ماه حي فقير",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,هذي الصور كارفور سيت سمار ماه حي فقير,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هذي الصور كارفور سيت سمار ماه حي فقير,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ذاك ثابت",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,ذاك ثابت,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ذاك ثابت,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: أنت ألا الدحس هي حڭك",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,أنت ألا الدحس هي حڭك,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,أنت ألا الدحس هي حڭك,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: اكولو عن لكلام من ابعيد صكة",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,اكولو عن لكلام من ابعيد صكة,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,اكولو عن لكلام من ابعيد صكة,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: قليل من الناس فاهم ذيك العقلية",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,قليل من الناس فاهم ذيك العقلية,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,قليل من الناس فاهم ذيك العقلية,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ذاك كلام حد ماه هون ل ماه ف الديكه ارجيل يبوي",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,ذاك كلام حد ماه هون ل ماه ف الديكه ارجيل يبوي,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ذاك كلام حد ماه هون ل ماه ف الديكه ارجيل يبوي,hassaniya_sentiment,dialect_example
