seg_id,transcription,gender,duration,split
64484_1,ما خاصك ش الحمد لله قاعد ف دار زينة,M,3.220909091,test
64487_1,ما مالي شي نتحرى أركاج هوناتياه,M,2.807116416,test
64503_1,آثري نكد نجحد عنو شي,F,1.211523605,test
64518_2,ما عندي ش عاطيه,Missing,0.8522727273,test
64518_3,!هيه خف في يخوي,Missing,1.448863636,test
64529_1,ذاك الطفيل طول عمرو إن شاء الله يالتكم تكردوه راهوالكم مو امخلينا انكدوا نستقروا مو امخلينا انكدوا نهناوا ,M,6.770653409,test
64532_1,خوتي إيشير مايقد العياذ بالله تستقر معاه مدة.,F,3.856051136,test
64536_2,لعاد ملي فيهم وتة ليهي يدكدك مرايتها، العادوا راسلين اشير ليهي يزويه يخبطو برواية يقوم يعيط تقوم انت ما يعدل و لا يعدل الخاسر، يعدلو بعد,F,8.265269886,test
64538_5,يغير كاع الا سلمي لي عليهم و قولي لهم اني راني صايل رحمهم,M,3.094516728,test
64542_1,عس من تليت تلوم,M,3.841605114,test
64545_1,آن ذهو يخوي ظال اليوم شور قضية الطفيل و الا منكيفني ظرك رجعت  من شورها,M,5.298514619,test
64582_1,! صافا ؟ انت حقيقي ,M,1.635340909,test
64601_1,الوالدة لحكها الحمد لله الكدام و خاظ عليها و سلم عليها,F,3.06,test
64605_1,ذا مخلوق مولان بعد البارح اقرا في شناقمو ما خلاه,M,2.776704545,test
64613_2,مسلم عليك بعد ما شاء الله,M,1.130477942,test
64615_2,دور اتعود ملي ان شاء الله الا أهلي.,M,1.984799714,test
64615_3,أسمعت ؟ و خيمة أهلي.,M,1.379908373,test
64628_1,اتسربو اتسربو من تحت أيدي و اتعملو في شي ثاني لا قائلة من ورائه,M,4.218730159,test
64631_2,"كنت الحمد لله عندي بوتيك سقط , عايش منه و مشي منه همي.",M,4.276359912,test
64643_2,بيه الي المثل الحساني يقول,M,1.636917614,test
64645_1,آن اسكت عنو لين وفى كلامو إلعاد هو جاي شاكي لك انتي حته آن امللي جاية شاكية منو هو.,F,5.605539773,test
64653_1,اسمعتي ولا عدلت شي خاسر، قلتلو عنو يمشي هو يشتغل يغير شكيت انو هو راجل كيف الرجال كاملين..,F,5.097839535,test
64660_1,بوها ماه قد امها و ذاك الي قال كامل من لكلام الخاسر آن مانكد نقولو,F,4.134375,test
64668_1,من أي جامعة من أي؟,M,1.77607481,test
64668_2,ان عرفت عنك متخرج 76 و أنك طبيب يغير متخرج من أمنين؟,M,4.200352107,test
64674_1,و أفهمته ألا لين عدت عندي عدت ما عندي شي هو ألي أفهمت,M,3.020612245,test
64675_1,و وارد الا في ذا الكاف ليهي نقولولها مباشرة وجها لوجه,M,3.376463068,test
64675_2,قلة ش مولاها مكروط يغير الا تزيلو ش,M,4.417926136,test
64677_3,ول خالتنا هذا اللا عرف عنو اثقل من شي العياذ بالله,F,3.328977273,test
64683_1,و ثقيل و لا يكد ينحمل يا منت امي اللا منسوخة لا بد,M,2.853267045,test
64691_1,المشكلة ليهي نسووها ليهي نسووا المشكلة ذاك خليه عنك,M,2.318184799,test
64693_1,ما يكد يعود ول اختي آن بون معدل في آن ذي الفاجلة الي ذهي,M,4.055793991,test
64699_3,و ألي عندي من شي كامل طيتولو و قالي ليهي نشري لك دار و أيجيبني لها و أيقولي هذي شاريه و ,M,6.825267048,test
64703_1,وذا نحن كاع كيفينا من شي اللا اعلنا انعودوا مدة وحدة كاع وألمنا ألم واحد ووجعنا وجع واحد واللا ايجازيكم بالخير إن شاء الله وايكبر مقدرانا ومقدارك ذا اللي قلت وعدلت كافيني من شي كاع اللا مجيك انت مشاركنا في ذا الحالة اللي نحن فيها يسوى اص كاع جبت شي ويسوى ما جبتو مهم عندنا كاع اللا مجيك ,F,18.78460227,test
64712_1,الا كل مشكلة نجبرلها حل,M,4.056300966,test
64731_1,و توف قايلة راهيالك راس غاية عندي يخليك لي تسوليه لي,F,4.180909091,test
64737_1,ما مالي شي,F,1.397471591,test
64740_1,ما مالي ش,M,0.6199573864,test
64787_1,"بويا احجابها معلوم, الناس كاملة مرضت لعناد وسالم  فال وانا ماني..راعيني ماني امصحة ",F,4.724502841,test
64826_1,راجي آن من عند ملان يبرى و يتعاڢى و يمشي عن ذي الدار,F,3.23348176,test
64833_1,آن يخي نعرف نعرف ان ذا أركاج اللي امعدل حالتو كايس التراوح مو كايسها ولو ماشي ايعدل الرياضة’ اسمع ذا اللي لي انقولك لا تحرك من فم ما فت جيتك ظريك حالا ليهي انجيك واتم عينك اعليه لين انجيك حالا أراعيني جايتك اللا حانيني اشوي.,F,15.56227273,test
64837_2,ذ مقصور لعمر منين هواها,F,1.443151298,test
64865_1,ماه عن باس الا احكم عنو الڢظة الى عاد يدور شي لاهي نعطيه لو آن خليني آن بيني معاه و انت لا تعطيه خمسة ولا عشرة,F,6.533449571,test
64880_1,و اشبه حد يعيش مسكم,F,4.822542614,test
64886_1,من قال لك عني كابظو أمعملو في شي ماو في الطريق ؟,M,2.338412017,test
64893_1,انت امللي انت..انت..انتوم أثركم متواصين اعل ذا. هي ادور تتعلم التحراك وتشري وتة وانت امللي ادور تتعلم التحراك وتشري وتة.,M,8.037607534,test
64896_1,و مزاياها شنهي ؟,M,1.243125,test
64896_5,نجمة ميتين و ثنين و عشرين النجمة,M,2.1834375,test
64941_1,مالوا واضح؟ ش قلتو لك عدلو,M,2.539615075,test
64955_1,إذا كاع ماتلى حد كاع شاد اخبارو الرسول صلى الله عليه وسلم مات,M,3.975426136,test
65010_2,و فيها نحن كمواطنين,M,1.432272727,test
65064_1, ثاق فيك و كان كلمة كلمتين بون و خالك ألا بون و قال بون و واس بون و عدل بون جابن بون,M,5.623683396,test
65064_5,اخرته ألا ذ ,M,2.116128288,test
65065_1,يغير اللا شغلتك في راسك إنا لله وإنا إليه راجعون وتوف.,M,3.498181818,test
65066_1,لا حول و لا قوة الا بالله العلي العظيم.,M,3.05806867,test
65068_1,ندور نعرف رأيكم فيها شنهو,M,1.538991477,test
65090_2,و اقعد مع تركتك,F,1.387414773,test
65100_2,ايو ان شاء الله ما عندك مشكلة ,M,1.580110532,test
65108_1,اتوفي قضيتنا لين اتعود ما تات عندها ما عندها مشكلة اتعود اتقولهالي انعودوا انعدلوا البيعة.,F,5.383125,test
65111_1,و ظرك جاني حايبلا و طرح علي القضية,M,3.543741497,test
65120_1,ايوى لباس الا ذاك فم مسكين ما بيه شي بعد الحمد لله ,F,3.620339324,test
65137_2,و يزوكوني و يخسروا قرايتي,M,2.049957386,test
65139_1,عندهم عقلية العصور الحجرية,M,1.98732892,test
65139_2,و الطبقية الزايفة,M,1.357755255,test
65140_8,هذا ماني ساهي عنو و لاني راجي من عند مولان نسه عنو و ندور نثبت لهم ملي في أقرب الاجال على اني ذلي وحلت فيه اخير حته من الدفعة شور الخارج,M,10.09431818,test
65145_2,راعي لك يا بوي احمد هون قال عنو ما يبغي يرقد شي ماهو لين ترد عليه مردة,F,3.366477273,test
65208_1,آن نتوم الا تآمروني وان نفذ,Missing,2.110625,test
65210_1,ان ظاهرلي علنك تمشي تكبظي أيام تستراحي,M,3.898117914,test
65221_1,يدني نصوعك ولاتل يشركني عليك ش,Missing,1.512017045,test
65229_3,هذا الايشير لاهي تعقدوه و تكردوه فج الا نتوم نتوم هوم الي لاهي تعقدوه,M,4.061505682,test
65235_8,يا أخي انت مالك ؟,M,1.627840193,test
65235_9,عدت انت فد اراهي الملحفة الفلانية جات,M,2.799885133,test
65257_1,هذ كاع ما منهم هذ ألا من أهلهم ال كلهم يكبظ تيشيرت خلاك تعود,F,4.47185941,test
65260_3,ما بقى شي خاسر ما قلتو لها,F,1.459005682,test
65260_5,! ماهو معقول ماماه ,M,1.023863636,test
65260_6,انت ما فيك مول تعطي لراسك العافية,F,1.638181818,test
65275_1,ايو شوسيتوا مع فضل الله ؟,F,1.339772727,test
65279_1,ألا يصبرن و يصبركم,F,1.736632896,test
65289_1,اسمعتي ؟ و تمي تمي صيلي رحم الناس الي كان يبغي كاملة و يكيسها,F,4.307386364,test
65289_2,ذاك هو الي يعدل في قفاه يا منتي,F,1.983664773,test
65289_3,و الحزن في القلب و الدمعة دور تمشي يغير آن بعد اللا ناصحتك على انك,F,4.058011364,test
65304_1,"ذا افهمتيه ؟ وإلا امللي ذاك الوقت ما قد يصلح لكم. اللا لي يسافر هو بالسلامة, وانعودو انعدلوا توف اللي هو العقد وذاك الشي انعود انتلبوها لو هو توف. انعدلولها إجراءاتها",M,11.98802557,test
65309_1,وذاك كامل اللي ادوروا أسوى هو شنهو واللا أي شي اطرى تلفنيلي بيه,M,3.883423295,test
65326_1,ذ الي ليهي يعود معاها اللا بنك,M,1.313863636,test
65326_2,يفكدني نتوم مالكم ؟,M,2.145511364,test
65338_4,حق بعد بصيفتو ذيك.,F,1.414456512,test
65351_1,و عاكب ذاك تقولي لي امش خرص لعمل ملي اوحل فيه,M,3.445909091,test
65362_1,وصيهم عليه يلي يخليكم لي,F,2.255129096,test
65363_1,"لمرا هي هي نص المجتمع, و هي هي العمود الفقري للدار, الدار الي مبتنيه الي واقفة عليه ألا لمرا ",F,8.462831256,test
65365_2,و ليهي تبنيه هو,F,2.052122566,test
65415_2,العناد ذو مطيرين لي ذي الدار ذا من العناد الي طايح فيكم,M,3.064176136,test
65452_1,وللا زاد ما نعرف القرار ألا بين أيديكم أنتوم.,M,2.892863371,test
65453_1,اللي اتقول آن والله ما كنت آن..صراحة آن انت اللا خويا وولد الدار ما كنت نبغي خونا ايخسر اقرايتو بيهللي اتعبنا واجمعنا اللي عندا من شي يسوى شنهو جايبينو هوناتي للدشرة اياك آش اياك خونا  اوفرولو اقرايتو انوفرولو حياة كاملة ايقد يقرى بيها .,F,18.33590909,test
65456_1,حيبللا كلمو يغير هو مزال ألا مصصم علنو ليهي يشتغل,F,3.224705848,test
65469_1,و توڢ انت ملي تلميذي كريت المدرسة شوي و ڢاهم,M,4.601932001,test
65472_1,آن ندور فراش كذاش ندور لون كذاش انت شدور ؟,M,2.586448864,test
65472_3,هو اركاج يعود ملي متكلم مع زبناؤو ببشاشتو شوي ملي لا ما يهيشيهم ، اسمعت ؟,M,5.158607955,test
65474_1,وتوف ما ما ما لي ايقلك شي لا ايكدرك شي.,M,3.148465909,test
65481_2,مانك ليهي طبي عليها و لانك ليهي تعرفيها ذ قايلتو لك آن امك,F,4.126602897,test
65484_1,فاطمة أمي تقرا فاطمة نين تجي تيي,F,2.730196564,test
65487_2,! وان تعبانة تلفونك دور تتعب كيفك يمي خونا ماهو مصيب فظتو لك انت ,F,4.059086424,test
65489_1,معن عنك آوكڢي مع راصك و اعرڢي عن ماناڢعك اعمر ولا زيد,F,5.154081277,test
65492_2,و الله و تقولها للخلطة كاملين يجوا إن شاء الله,M,1.777286932,test
65507_2,هذي مفاجئة ما كنت نبغيه تجبرني في المبدية لعله تنكبظ عني فكرة خطأ,F,6.284841902,test
65513_1,يوالدي انت ڢيك ضغط الدم و شي كامل لاه يطلعولك ما يالل تعمل كيڢت الدسم و الملح,F,5.640432538,test
65518_1,آن بعد ما كط زلكت فيك و لا كط قلت لك كلمة خاسرة ، حتى كلامك الجارح الي دايما تقولي لي آن ما نرد عليه,F,5.90625,test
65557_2,ألا ذا أفتحي الكوة و جي مدلي لي ,M,2.935192646,test
65560_1,اه ؟ آن ملي مزيري كابظو,M,2.064332386,test
65566_1,يلالك يا آن وحدك مسيكين الخط,M,2.071789773,test
65586_1,هذ أمالو أل مظبوط,M,1.238531722,test
65596_1,ان من اليوم ان و أنت ماتين نشتركو دار وحده,M,4.066870748,test
65601_1,"بسم الله الرحمن الرحيم, يمي الا حمدي لمولان الي اقال لك مولان عثرت ذا الايشير, و رجع لك, يختي هذا النوع صعيب و تفو بيه هذا الزمن عاد يخلع ",F,11.30623583,test
65602_1,ولا فيها شي يسوى شنهو يغير يختي داخلتها ظرك عصابة ما اعرفنا يختي من أرض جاية .,F,5.250610795,test
65606_1,اركاج يعود يعرڢ يينت لاه يمشي,F,1.977434952,test
65610_2,مع اني بعد ماني باخلة لو حالة,F,1.874659091,test
65611_2,و ألا تمي حمدي لمولان,F,1.341665937,test
65617_1,ڢيهم وحدين قابلين يبيعولي يغير معلقينها ڢي السما,M,4.092875536,test
65621_1,و توف نحن كاع الا ليهي انسكموا لهم هوم خاسرهم ,M,3.206235828,test
65642_2,ظرك بيني معاكم بعد سبوع ليهي نرجع لكم نجبر عاد فظه,M,4.524459505,test
65651_2,هذا اللا شي معروف في الخلق و جربناه,M,3.794318182,test
65676_6,و ملي نعدلوا معمول لذا الخلق الي ليهي يجينا,F,1.793295455,test
65680_2,و يعقب يخلقو ذوك التدخلات,M,2.627609486,test
65694_2,ياك أنت باط مانك حاس بشي,M,1.163407273,test
65730_1,انت امالك اختي الطيبة المتعدلة لما كيڢتها شي,M,3.364136266,test
65733_4,و ما نمشي عن داري و ما نمشي و,F,2.3240625,test
65747_1,هذي منظمة الرجالة الي كانوا باباتيكهم و لا تلاو باباتيكهم لا بدالهم من ش يا اخي ما يصح,M,4.561576705,test
65756_2,ايو و توف كيم اص,F,0.8693181818,test
65773_1,دور انلودولها اليوم إن شاء الله واللا لين نجبرها طيني رقمك وتوف. ما فم مشكلة طيني رقمك اللا لين نجبرها إن شاء الله لا اتلى ايورطك كاع اتجي إلاه ,M,10.09110795,test
65775_3,لين نسمعك ذ الي ليهي نقول لك,M,1.360795455,test
65785_1,و واحد اثنين ثلاثة اربعة و خمسة و ستة قلت لك,F,3.369318182,test
65786_1,صبرت لها و صبرت لها و لاتيتي كاع تسوليني عنها بيها الي ما هي مهمة عندي,F,3.807613636,test
65797_2,يجيه عند بل مقرو تل يتكلم هو كاع يجيك عند بل الدار يا سعدك,F,4.080965909,test
65802_1,مانك ليهي تغلبيني راني قايلتها لك بيك انت كاع في ذوك الاحساس,F,3.064772727,test
65805_2,والله ما فم,M,1.164119318,test
65818_2,ذاك شفتو كامل,F,1.440709858,test
65841_1,طيتو رقمي و عاد ألا يموت بيه الظحك كاع عنو جبر رقمي ان,F,3.485610639,test
65860_1,اياك الخير ؟ اياك ما يوجعك شي ؟ مرحب وسهلا.,F,3.69375,test
65861_1,شوف أص اَن عندي مشكلة شوي خليك لي,F,3.437094489,test
65883_1,يا مرحبا كبيرة انت شحالك اياك لباس اياك الخير اياك لباس، ما شاء الله فتبارك الله و بسم الله الرحمن الرحيم، اياك انت مانك حاس بشي، والله والله والله ذاك آن جاهز له كامل الا الي تبغي ,M,13.19892942,test
65890_2,قاعد يطير الما عند حيط لمسيد,M,2.516906368,test
65890_4,أيظل هون يرد علين,M,1.559957592,test
65913_1,واضح بعد انت تجبر التركة,M,2.27146191,test
65924_1,"اللا كنت وتوف واخظة, خظت على دار والدتي ولا كديت نصبر, اتفكدت ذاك من الألم اللي كانت عايشة كامل كانت صابرتو",F,9.114005682,test
65936_3,من كد فيراج من كد ايزين,M,1.820687279,test
65943_1,"قال لي الوتات ما ينباعو ظرك, قلت لو اَن اندور ثلت وتات اندور نسمع الناس",M,5.657809991,test
65952_2,الناس مافاتو عدلوهم هوم عدلوه غير الناس مافاتو ,M,3.037784493,test
65969_2,وهاي جاي لا يفوتنا العرس ,M,1.07992735,test
65996_1,ظرك ما نعرف شليهي نواسي,M,1.472286932,test
65996_4,جايب شي ما يجي ايديه طرايك ما عندو شي,M,2.620994318,test
66004_1,و نعرف ذ ليهي نصحب منهو,M,1.930211089,test
66007_1,اللا ما ينجبر ولا يقعد ولا شي يسوى شنهو,F,2.639701705,test
66037_1,ما يطلب حد منك غاية ولا لي ايقولك حد مردة ما قلتلو نحن ما عندنا انت اشخاصك ؟ انت اشخاصك ؟,F,6.101534091,test
66049_1,فاسختيها ذيك الليلة اعقبت اعرفت اعلن الزين مو اعلن هو زين النية.,M,4.37,test
66054_1,ما ريتوه مالو شخلك لو ؟,M,1.083579545,test
66077_2,اللا ايجازيكم بالخير هذا اللا هو اللي بين الجيران.,F,2.6625,test
66080_3,و توف تميت الا دافع و تلفنت على بون,M,2.934176136,test
66086_2,"ماشا الله زين فتبارك الله, ألا أن أجبرن شي من البرد أنقولك الخير ماهو معقول",M,4.472494234,test
66093_1,عاقل انت الي ماشي مخليها هي دافعة تجيب النعناع و وقدت,M,4.265452408,test
66116_1,أندورك أتجيني حالا,M,1.523637996,test
66116_2,الطفيلة مرت و ذ هو أنلودو له ,M,2.116163883,test
66134_1,و الله ال قريب منكم,M,1.605870048,test
66135_1,أيو الحمد لله الحمد لله المهم كاع اللا تنجبر هي وتوف ذا عادي اللا لي نرجع مع طريقي,M,4.670880682,test
66138_4,نحن نبغوا عادة لين يجين اركاج نجوه هون نسلموا عليه,Missing,4.605227273,test
66140_4,ما شاء الله تبارك الله اَن هامني نتلبهم عجلان مانبطى ,M,2.730413711,test
66144_2,قال لي شي عجيب و غريب لا حول و لا قوة إلا بالله,M,2.583920455,test
66170_1,و راهو أقتنع أنو ليهي يجو لمناسبتهم,M,3.678730159,test
66209_2,اللهم اشف أنت الشافي لا شفاء إلا شفاؤك,M,4.148181818,test
66250_1,هي أملي أطفيل ألا تمشي و تجي ألا تمشي و تجي,M,2.446073059,test
66259_3,و تجيب سرويتة كبرها مولان من الامراد الي ما أنزل الله بها من سلطان,M,3.59625,test
66301_1,"والدي و والدك يا اسلم بوه يرحمو , و ذا الحال ماني ليهي انتم ساكت عنو ابدا ",M,4.736771578,test
66333_1,شوف انت بو خمسين سنة، انت بو أربعين سنة و انت ادور تعود تتراوح بين تسعين الى مائة  ,M,5.634928246,test
66344_3,هذا ما ينقال ,M,0.9490513659,test
66346_1,"هذا البرنامج برعاية BNM,  البنك الوطني الموريتاني",,4.066875,test
66354_4,! كبظ نعايل بنة,M,0.79953125,test
66402_1,و الشيخ بعد كيف ما قلتي ألا خوي و صاحبي و لا عندي معاه مشكلة,M,4.507936946,test
66412_1,السالك أنت من الساعة الي وحلن ف شغلتن ذي التالي خسرت على راسك,M,3.931583895,test
66423_3,و كط قلت لك من معاني التاجر علنو عندو ألا مسألتين,M,4.608467149,test
66452_1,حاصر اللا خونا ما فات جا,M,1.617386364,test
66452_3,خونا صبح مع الصباح فتبارك الله مبكر,F,2.256818182,test
66459_6,قالك ملي ان فيهم الوتات و فيهم ادبش، ذ مرصانديس الي نشروا نحن هون يجي الا فيهم يجي الا من لبحر,M,7.716477273,test
66497_2,هو الاوخر طالع فوق الدار طويلة,M,2.781306818,test
66504_1,يطعني خوي يعدل لي شي ماو صالح ,M,2.958620916,test
66544_1,[singing],M,12.65181074,test
66551_1, الا لين نتكلم معاه الا مجرد نتكلم معاه يقول لي انت نعرفك الا آن نعرفك الا آن,M,15.35625,test
66560_1,الا كيف حد نعوذ بالله بقى,M,2.089559102,test
66560_2,في نكر كرفور واقف و توف محاصر من جميع الجهات,M,2.993394088,test
66577_2,نحن بعد ما ريناه الي أهلك.,F,1.517658219,test
66605_1,معناها اننا لي انعدلوا منظمة ينقالها محاربة الرجال اللي كانوا بباتيكهم ولا اتلاوا بباتيكهم.,M,6.358522727,test
66627_1,انت لين عدتي ما تعرفي التسيير خليه هو كبيل يسير,F,2.109914773,test
66633_1,حد رواية مايعرفها ما يقدم عليها، آن بعد الا ناصحتكم تفتصلو مع شي ما تعرفوه,F,5.011435719,test
66643_1,مزال مزال ما عرفت مالو,M,1.568181818,test
66646_2,ذا مشيتي ذا مشيتي,M,1.489431818,test
66647_2,ما جا و عدلو و لا تيوا مدكدكة و لا,M,2.708451705,test
66664_3,مانل أل يكبظ منك شي أكثر من الي أعطاك,F,1.978371799,test
66675_4,و نعودوا عدنا نصدروا اللبن و نصدروا اللحم و نصدروا الجلود,M,4.273877841,test
66677_2,حد ليهي يتوب يتوب لمولان ما يتوب للعباد,F,2.231405409,test
66696_1,يا الغيثة يا الغيثة منى عادت دكتورة في آخر الزمان.,F,3.020639205,test
66696_3,سمية انتي وسهام اتقاوا مولانا وخلوا عنكم منى بي اللي آن ما جايبني هون نسمع عيبها ذا ديروه في روسكم.,F,6.218963068,test
66696_4,يا ليلى نحن لي انقولوا اللا شي ايقولوه الناس نحن مان لي انقولوا شي ما قالوه الناس واستراحي اص.,F,5.355923295,test
66696_5,الناس تعرفوا عنهم كساحة كاملة بيهم الحقيقة اللي قال مخطار وعيشة راهي هوك زرها يابس مي فايتة ركاج عندي عنها.,F,6.802784091,test
66746_1,لا تصكعني بذوك الحرف ما وراي حد,M,1.743380682,test
66759_1,"كان بعد أيجيني في البوتيك بعد, أيلا ما جبرتو اَن بعد هون في الدار, يجيني في البوتيك و أيلا ما جاني في البوتيك نجبرو في الدار, اَن ظرك لي أثلت أيام.",M,8.555623583,test
66768_2,هو ألا المشاكل توف عادو ياسرين ماتيت فاهمتو,F,3.953961636,test
66778_1,الموضوع يخليك لي  الي وصيتك عليه ضروري أخبار كاملة توڢ,M,6.133953863,test
66786_1,الا ليهي نتم نتخط,M,2.080894886,test
66787_1,آن كاع نبغيك تفسرو لي,M,2.70453125,test
66789_2,ما شفتك و اختك مسيكينة ما شافتك,M,2.856775568,test
66793_1,"انت اتراعي في حالنا ذ هو شوف, ذا اشوي عايشين منو وكارين منو دار وذا كامل طامع انت فينا ظرك نعطوك عشرين ألف",M,9.440411932,test
66808_1,أنت ظركاتي الراجل لكبير ظركاتي بدلا من أتعود أنت هو الي جايب الشغل ماشي تقولي ماشي مع كوص نشتغل معاه,F,6.030331426,test
66809_1,هاذي مي شغيلة هاذي مي شغلة.  واللا الحمد لله اللي الراجل اعفى عنكم اقبيل ايعود ما اعفى عنكم خليكم تتمرمروا حته وتعرفوا عنكم امعدلين شي خاسر.,F,6.811363636,test
66817_1,آن كاع ماني متخطية ذي الوته والله ال رضاتني و ذوقي زوينة و صالوه زوين و مستنثي,F,7.012467811,test
66825_1,و أنت أخبارك هون ؟,M,1.540527965,test
66827_1,انت اتجاوب آن ذا الجواب أيو كيم معاي شور الدار كيم جاي شور أمك دورك.,M,3.78328125,test
66830_2,راني مكدر كنت,M,1.917045455,test
66851_3,أعدك بناصر ياك ما يحس بشي ؟,F,1.845113184,test
66865_2,ماني ماشه عن داري ,F,1.268772226,test
66872_1,و حسه قالت عنو قال عنو خلاه و رده بعد ذاك كيفه ,F,3.805557502,test
66879_1,براهيم مانعرڢ الا حسو بعد مشى واعدها عنو لاه يجيبها  يردها,F,5.073925027,test
66888_2,لبنيطرا فرقت و لا تلا عندي أوقيه وحده   ,M,2.853355012,test
66891_2,ليهي نمكنك ان منه ,F,1.536130746,test
66929_1,و انت ذا فرظ عليك,F,2.418181818,test
66929_4,الاخرى تقعرها بيك,M,2.202272727,test
66991_2,!بل بيع الوتات و بل شرايهم ذ عالم كبير ,M,4.09640625,test
67011_1,آن ذا كامل قايلتو ماهو انك,F,2.004971591,test
67018_1,أنت تختير تفتح كونت في البنك الشعبي,M,1.700077735,test
67025_1,ذا ظركاتي كأنه هو الي لابسة الناس حالا,F,2.064978541,test
67032_4,ألا يهدين ويهديه هذي الطفيلة ألا يهدين ويهديه وتوف ماعندن اليه نواسو كون نتمو نطلبوله مولان,F,5.211467822,test
67104_3,راجع ال للمسلسلات الي اتخرصو,M,1.762239935,test
67105_1,مادام تسويڢي 18 مسلسل مابين الليل و النهار,M,4.32695279,test
67107_2,راني بعد قايل لك رواية بعد وحدة بعد لمولان عل انها بعد ما تات ليهي تسويفي يا لماهاه مسلسل الاطفال بابا نيني بابا بيبي ,M,7.770142045,test
67153_1,و آن فت قلت لك عني عالم باركاج secret و لا شايع عنها ديليرا,M,3.82265625,test
67181_1,لا يحزمك شي يخليك لي ولا يطلع لك السكر ذا عادي,M,3.317241148,test
67183_1,و ذاك لوخر المتعلق بعبد الرحمن فر لاه نعدل آن,M,3.334079936,test
67193_1,أنت أص قطعا عنك جنيت حقيقية ,F,1.998737141,test
67198_1,اللباس اللا جيبي الحسبة من دونو,F,1.613210227,test
67203_1,"اسمعتي ؟ فظة وللا رواية ثمينة, اتقوليلو عنو يعطيهالك اما الطلاق بلا فايدة وبلا نتيجة اعليك افهمتي ؟ عاقب ذا لين اتلا ايقولك رواية دور يتخمم في ذاك اللي كلفتيه شنهو, ايعود كاع يا ليت ما قالك كلمة تفكعك ولا قلتيهلو اما طلاقك ما عندو معنى وآن بعد ما ننصحك بيه ناصحتك اللا عنك تستفادي من فكايعك وتكبظي من عندو طرنيشة مانعة وللا رواية حته لوخر ازكيلة يخيتي لوخر ازكيلة.",F,27.075,test
67225_2,انت الي لمحتيني,M,1.039105114,test
67229_2,يشطني عن الشغله,M,0.8749100026,test
67231_1,ناصر اشطاري ؟ اياك لباس؟ اياك ما يوجعك شي؟,M,3.571477273,test
67243_1,خباري منو يبوي ذ الي معدلو شنهو,M,2.479970804,test
67257_1,"الحمد لله وعندك التركة, افهمتيه ؟  معناها انك اشلي اتعدلي  لي اتخرصي ذاك اللي فيه مصلحتك افهمتي؟ وطلاقك ما فيه مصلحتك واقعادك عند أهلك ما فيه مصلحتك ",F,10.23450284,test
67283_2,ندوركم تريحوا هون و تستراحوا عاكب ذي الرواية الي ذا هي,M,3.365596591,test
67296_1,و بلانها كيف الياقوت  و راني قايلة لك انو ملي ازين من بلانه الترحيل,F,3.512428977,test
67329_1,ألا تقول لي ماتجين و ألا ماعرفته كانه ,M,3.324353741,test
67330_2,يا مرحب و سهلة,M,1.558465909,test
67395_1,صرتك يدني آن نعت لو نوع,M,1.721647727,test
67410_3,آن بعد ما فت عرفت يكاني نغديها في نواكشوط ول في الرطلحاية,M,3.087073864,test
67415_2,و معدلينكم فيران تجارب,M,1.693338068,test
67416_1,حكاللا هذا هو برنامجك ؟ ما كنا انصيبو عن كلام فيصل هذا مرك حقيقتك.,F,3.797698864,test
67425_2,المقال شنهو كبظتني لغبى فيه ,M,1.77237414,test
67436_2,الطفيلة تلفنت اليوم على أمه.,M,1.785724261,test
67436_3,مرده خلكت في الاعدادية اَن بعد الا تحيرت منه.,M,2.675191479,test
67453_1,يختي كاع مكنطة فيه لاش غير حاني شوي,F,2.668721591,test
67453_2,ماني عاطيتك الاذن تقرايه,F,1.192954545,test
67462_3,يغير هيه انت شواعد ؟ اطفي ذي الوتة,F,2.139005682,test
67464_1,"انتوم وهاو جايين ايطول اعماركم, آن رانكم لي ذ هو اتعذبت هون انتبخت والله الل انتبخت قالني اللا ايجو فيا لماس.",M,6.407102273,test
67471_1,"ماني ليهي نحصر ان شاء الله, الا كايسة الحمام و لين نوف منو جايتكم ان شاء الله, ماني ليهي نحصر وفى ذاك.",F,5.326772771,test
67479_3,توجعني حركفتي و عدت عاد في كطع بي هذي الوسرة هوناتياها,M,2.846264205,test
67487_1,نحن ذو نهارات هون ما عندن شي نوكلوه و لا شي نكموه فهمت,M,3.893935384,test
67496_1,رزقو عجلان الرزق اظرو,F,4.944247159,test
67505_1,الأساسي عندي الا ما تمرضيلي انت ملي مع عبد الرحمن,M,3.465060354,test
67509_2,ذاك ليهي تمعني عني آن البوتيك ما نجيه و لا نقعد فيه يغير يوالدي آن واحلة يغير ندور إن شاء الله نتم نجيه,F,4.738125,test
67518_1,الا نعرف بعلنا اتعبنا. آن حقيقة عندي بعض العمل هوكاتياها انت قاع الاخبار مي فايتك.,M,6.912272727,test
67520_2,لباس بعد الحمد لله الأطباء قالونو ذ الي حاس بيه كاع ألا عادي ما هو أكبر من قدو,M,4.206487086,test
67526_1,بناء على المعلومات الي توصلو ,M,3.551998287,test
67533_1,بوليس لين تتوصلو احنا امشينا فيها فرر.,M,3.76359375,test
67537_2,يفعل فيه الي فاعل لو و يبقى لك اركاج قاعد,F,2.239176136,test
67537_4,هذا ما اصعب منو شي اللا نعرف لك,F,2.334644886,test
67553_1,و قالي عنو ليهي يعدل أمر,F,1.581902524,test
