id,annotations,created_at, Annotation results,text,updated_at
1395,1,2024-06-14T21:49:12.380632Z,Negative,ايو نحن بعد اهل الشرك امڭركطين وذ النمط ماينكبظلن,2024-06-14T21:49:12.380632Z
1396,1,2024-06-14T21:49:15.491359Z,Negative,مغسول وتوف,2024-06-14T21:49:15.491359Z
1397,1,2024-06-14T21:49:22.543402Z,Neutral,عدل بگرو ينجبر فيه ذا النوع,2024-06-14T21:49:22.543402Z
1398,1,2024-06-14T21:49:30.374692Z,Neutral,ذاك يسول عنو,2024-06-14T21:49:30.374692Z
1399,1,2024-06-14T21:49:34.094372Z,Positive,صحيح يحفظك,2024-06-14T21:49:34.094372Z
1400,1,2024-06-14T21:49:48.408382Z,Positive,الجلابة ادج اللا من هك,2024-06-14T21:49:48.408382Z
1401,1,2024-06-14T22:01:37.217712Z,Neutral,فارق بيهم شنه؟,2024-06-14T22:01:37.217712Z
1402,1,2024-06-14T21:42:34.167661Z,Negative,ما فيه سخرية، ذي اسواق قبل نشأة الدولة الموريتانية وقبل تأسيس واد الناقة اساسا,2024-06-14T21:42:34.167661Z
1403,1,2024-06-14T21:42:40.016279Z,Neutral,بهلي سوق الحيوان,2024-06-14T21:42:40.016279Z
1404,1,2024-06-14T21:42:51.540387Z,Positive,صحيح لربما هو دليل شاسع على وعي أبناء هذه الولاية وانفتاحهم وطمس المعتقدات الخاطئة المأخوذة مسبقا عن تلك المنطقة,2024-06-14T21:42:51.540387Z
1405,1,2024-06-14T21:42:56.067516Z,Neutral,ولماذا اتكول أنت  واد الناقة,2024-06-14T21:42:56.067516Z
1406,1,2024-06-14T21:42:59.981460Z,Neutral,هو كاع مزال حي,2024-06-14T21:42:59.981460Z
1407,1,2024-06-14T21:43:04.649564Z,Negative,هذو مناضيلى الفيافي وسلاليخ من الانتخابات الماضي اظهر على حقيقتو،  انه طماع وهدفو إلا الفظ  ودفعتو معه احرك راصو بلعجل,2024-06-14T21:43:04.649564Z
1408,1,2024-06-14T21:43:10.136956Z,Negative,ذاك راجع ال كلت ذكاءو,2024-06-14T21:43:10.136956Z
1409,1,2024-06-14T21:43:31.252845Z,Negative,يالتهم بعد يعرف عنو ماه كد فيماتهم يوضعهم  خيرمنهم بقرة بارك الهيه,2024-06-14T21:43:31.252845Z
1410,1,2024-06-14T22:01:45.168200Z,Negative,طبقية والقبلة هي شيمة  كل دخناوي,2024-06-14T22:01:45.168200Z
1411,1,2024-06-14T22:01:50.644422Z,Negative,أهل ترارزة داخلين منهم مشكلة,2024-06-14T22:01:50.644422Z
1412,1,2024-06-14T22:01:56.419304Z,Negative,هههه بيهم لمساخ,2024-06-14T22:01:56.419304Z
1413,1,2024-06-14T22:02:04.910381Z,Positive,صحيح بارك الله فيك لايجوز,2024-06-14T22:02:04.910381Z
1414,1,2024-06-14T22:02:13.103610Z,Negative, خلاونه,2024-06-14T22:02:13.103610Z
1415,1,2024-06-14T22:02:22.052934Z,Negative,أيو الحوض الشرقي بعد ماه  كد الفيماتهم,2024-06-14T22:02:22.052934Z
1416,1,2024-06-14T22:02:30.993713Z,Neutral,عين الحسود فيها عود,2024-06-14T22:02:30.993713Z
1417,1,2024-06-14T22:02:36.843147Z,Neutral,كان يالتو كبيل يسمي لا سوق كوناكري,2024-06-14T22:02:36.843147Z
1418,1,2024-06-14T22:02:41.272911Z,Neutral,بيهلي أبعيد من المدن,2024-06-14T22:02:41.272911Z
1419,1,2024-06-14T22:02:46.146249Z,Neutral,ظاهرلي عن بيهم البعد من العاصمة,2024-06-14T22:02:46.146249Z
1420,1,2024-06-14T22:02:53.979126Z,Negative,ونتوم زدتوه اتموليح ههه,2024-06-14T22:02:53.979126Z
1421,1,2024-06-14T22:03:02.660146Z,Neutral,لا لاه إجيك واحد ثاني ويكولك لاش واد الناقة ويجيك واحد ويكولك لاش بتلميت ولاش آلاك ولاش ولاش,2024-06-14T22:03:02.660146Z
1422,1,2024-06-14T22:03:07.113522Z,Positive,الحيوان اكثر هوم شور الشرق,2024-06-14T22:03:07.113522Z
1423,1,2024-06-14T22:03:12.641197Z,Neutral,فايتك سوق عدل بكرو اليوم الخميس لين اتشوف تتحير سوق اكبير وادجيه الناس من كل بلد,2024-06-14T22:03:12.641197Z
1424,1,2024-06-14T22:03:21.929040Z,Negative,او اهل واد الناقة بعد حد اسماهم يخطبوه بالكوة,2024-06-14T22:03:21.929040Z
1425,1,2024-06-14T22:03:33.461378Z,Neutral,لأن الحوض الشرقي مهمش إلي أقصي درجة مع العلم أنه هو المغذي للدولة بالحيوان الذي نأكل لحومه من الضأن والمعز والإبل ولكن يبقي اللئيم لئيما،,2024-06-14T22:03:33.461378Z
1426,1,2024-06-14T22:03:39.236568Z,Positive, الْحَجُّ أَشْهُرٌ مَعْلُومَاتٌ ,2024-06-14T22:03:39.236568Z
1427,1,2024-06-14T22:03:48.272928Z,Neutral,أنت اثرك اسيت عن سخريتك من السيد ذاك ,2024-06-14T22:03:48.272928Z
1428,1,2024-06-14T22:03:57.483438Z,Neutral,ذ شفيه ملي,2024-06-14T22:03:57.483438Z
1429,1,2024-06-14T21:40:30.149939Z,Neutral,ذا المنشور صراحة ماه مفهوم فيه رسالة,2024-06-14T21:40:30.149939Z
1430,1,2024-06-14T21:40:44.575364Z,Negative,هاذو لثنين من أهل اترارزة ولين يجبرو فيها 10% في الانتخابات إعودو اتفگرشو ولل ينحسبلهم عنهم نجحو صوت ما جبروه في عدل بگرو واعر أعليهم إطلعوه في ولايتهم,2024-06-14T21:40:44.575364Z
1431,1,2024-06-14T21:40:51.920369Z,Positive,يالتك تدخل أجواء الحج,2024-06-14T21:40:51.920369Z
1432,1,2024-06-14T21:40:58.337847Z,Negative,العنصريين الا ذاك نبتهم,2024-06-14T21:40:58.337847Z
1433,1,2024-06-14T21:41:02.355807Z,Negative,العنصرية صاحبها لا دين له,2024-06-14T21:41:02.355807Z
1434,1,2024-06-14T21:41:06.269192Z,Positive,هو بعد الا ظحك مشعور ههههههه,2024-06-14T21:41:06.269192Z
1435,1,2024-06-14T21:41:15.558177Z,Negative,الشح لا يأتي بخير السلاليخ انتهت صلاحيتهم,2024-06-14T21:41:15.558177Z
1436,1,2024-06-14T21:41:21.902250Z,Neutral,ملاحظة دائما شوف في هذا الفضاء,2024-06-14T21:41:21.902250Z
1437,1,2024-06-14T21:41:25.520552Z,Positive,ههه وصلت,2024-06-14T21:41:25.520552Z
1438,1,2024-06-14T21:41:32.169164Z,Negative,للأسف نحن اهل ليد الشرگية لا معدلين جوقة,2024-06-14T21:41:32.169164Z
1439,1,2024-06-14T21:41:39.750465Z,Positive,لماذا لم تأخذ أنت المسئلة عفوية,2024-06-14T21:41:39.750465Z
1440,1,2024-06-14T21:41:46.084029Z,Negative,هاذو ما نشريهم لعاد اعليهم تخفيض 100/100,2024-06-14T21:41:46.084029Z
1441,1,2024-06-14T21:41:51.673617Z,Negative,حتى أنت لماذا سوق واد الناقة ومريصة لحموم ولماذا ما اتكول مثلا سوق كوناكري ولل اعوينات أزبل الا ذا باط,2024-06-14T21:41:51.673617Z
1442,1,2024-06-14T21:42:02.673555Z,Neutral,الا على السبب اذكرت انت بيه سوق واد الناقة ومرصت لحموم,2024-06-14T21:42:02.673555Z
1443,1,2024-06-14T21:42:11.218391Z,Neutral,فم شي يراد توصيله غير التدوينة هذه,2024-06-14T21:42:11.218391Z
1444,1,2024-06-14T21:42:16.743815Z,Negative,القصف الغير مباشر,2024-06-14T21:42:16.743815Z
1445,1,2024-06-14T21:42:23.107356Z,Negative,ذا ياسر من گرب لعظام,2024-06-14T21:42:23.107356Z
1446,1,2024-06-14T21:42:29.803275Z,Negative,واعلاش انت امعرض بواد الناقه هههه مانگبلوها مانگبلوها,2024-06-14T21:42:29.803275Z
1447,1,2024-06-14T21:45:38.170478Z,Positive,سوق عدل بكرو بعد سوق زين اشبه من سوق اسطنبول,2024-06-14T21:45:38.170478Z
1448,1,2024-06-14T21:31:03.015409Z,Negative,انت فاصل فشي من القبول,2024-06-14T21:31:03.015409Z
1449,1,2024-06-14T21:31:17.427009Z,Negative,الاستاذ لاهي انگولك بعد ألا اعلن ذا الخلق إل دائما يتمولح ذا من اتموليح والسخرية إعود الواحد أخير منو صِرّة من صنْبالا والل لحرور مزروگه فواحد من شوارع عدل بگرو,2024-06-14T21:31:17.427009Z
1450,1,2024-06-14T21:31:27.181784Z,Negative,مخلاه ذي جماعة ماه ساعرا شي فسوق كاسو بيه  أكبر السوق  في الحوظ الشرقي فياك  عود ساعرين  شي  أهيه,2024-06-14T21:31:27.181784Z
1451,1,2024-06-14T21:31:37.059570Z,Positive,سوق عدل بكرو زين اشبه من سوق كوناكري,2024-06-14T21:31:37.059570Z
1452,1,2024-06-14T21:31:55.987589Z,Neutral,هاذ بعدني مافهمت إلين تشرى بصيرو سنكون من عدل بكرو نعرف بصيرو وسنكوكانوامن المعارضة فى السينغال وأصبحواعلى هرم السلطه فى السينغال يغيرهذى المقاربة ما افهمته ؤتوف,2024-06-14T21:31:55.987589Z
1453,1,2024-06-14T21:32:05.394234Z,Positive,لأن اهل الحوض الشرقي اهل محبتنا ومحل ثقتنا  يعود,2024-06-14T21:32:05.395231Z
1454,1,2024-06-14T21:32:12.514412Z,Positive,لأن أهل الشرق أسواقهم فيهم كل ش,2024-06-14T21:32:12.514412Z
1455,1,2024-06-14T21:32:16.381632Z,Negative,ذوك لخلطه عادو ,2024-06-14T21:32:16.381632Z
1456,1,2024-06-14T21:32:22.307252Z,Neutral,ولماذا  تڭلو انت  واد  الناقة  ؟,2024-06-14T21:32:22.307252Z
1457,1,2024-06-14T21:32:26.511370Z,Positive,تقبل الله منا منكم صالح الأعمال,2024-06-14T21:32:26.511370Z
1458,1,2024-06-14T21:32:34.948498Z,Neutral, ولماذا تقول انت سوق واد الناقة ما ترصف أعل سوق آخر ماهو واد الناقة,2024-06-14T21:32:34.948498Z
1459,1,2024-06-14T21:32:39.265374Z,Positive,لاتنساون من الدعاء وللوطن الي جبرتو من اكلت المال العام كلولو اشبهلو مايحج بهل حج مردود عليه وحد مالو فيه الشبه اصدقو اشبهل,2024-06-14T21:32:39.265374Z
1460,1,2024-06-14T21:32:43.082101Z,Neutral,ولماذا واد الناگه ؟,2024-06-14T21:32:43.082101Z
1461,1,2024-06-14T21:32:46.676667Z,Neutral,ذا عادي,2024-06-14T21:32:46.676667Z
1462,1,2024-06-14T21:32:55.541420Z,Neutral,لان هذا النوع من التيفاية ينجبرو في الأسواق الأسبوعية,2024-06-14T21:32:55.541420Z
1463,1,2024-06-14T21:33:04.116153Z,Negative,هو ماه مقتنع بيدو وخرص فيد البيظاني,2024-06-14T21:33:04.116153Z
1464,1,2024-06-14T21:33:15.856181Z,Neutral,هح مذا عند موريتان في العاصمة من كرتيات ال ارخ من عدل بكرو,2024-06-14T21:33:15.856181Z
1465,1,2024-06-14T21:33:29.755308Z,Positive,أهل عدل بكرو مافيهم لعظام سوقهم زين وحيوان رااابح,2024-06-14T21:33:29.755308Z
1466,1,2024-06-14T21:45:49.147547Z,Positive,الحوض الشرقي بيهنو مافيه لعظام وتجارو يسلفو,2024-06-14T21:45:49.147547Z
1467,1,2024-06-14T21:46:05.772697Z,Neutral,ساخرھوم لل انتم ولو ضمنيا ولا إيراديا,2024-06-14T21:46:05.772697Z
1468,1,2024-06-14T21:46:14.339255Z,Negative,ولاش انت تتمولح اف واد الناكة، باش افضل منه عدل بكرو,2024-06-14T21:46:14.339255Z
1469,1,2024-06-14T21:46:24.321866Z,Negative,بصراحة الأحواض فيهم قدر من المسميات غريبة,2024-06-14T21:46:24.321866Z
1470,1,2024-06-14T21:46:31.825701Z,Negative,مثقف كيفك انت مزلت واحل افذا النوع هذا هو ال بيك ما انجحت,2024-06-14T21:46:31.825701Z
1471,1,2024-06-14T21:46:42.607941Z,Neutral,إغلاق التعليقات جبن,2024-06-14T21:46:42.607941Z
1472,1,2024-06-14T21:46:50.821515Z,Negative,أل كيف سخريتك أنت من اشنين,2024-06-14T21:46:50.821515Z
1473,1,2024-06-14T21:46:59.187979Z,Negative,واد الناكه كط سمعت حد شاري منو الحيوان يكون لعاد أزرك كيفتك انت ,2024-06-14T21:46:59.187979Z
1474,1,2024-06-14T21:47:10.440122Z,Positive,أشعر بعد من قصتك انت امع الكوا ,2024-06-14T21:47:10.440122Z
1475,1,2024-06-14T21:47:18.606240Z,Negative,الناس بيها السخف و الجهل حتي موريتانيا تسخر من بلدها بطريقة فجة، سوق عدل بكرو سوق لبلدين و شعبين و هي أقوي عرضا من سوق مسجد المغرب و أسواق بقية المدن و ذا اللي يحرك فيها من الفظة ماهو اشوي يغير أهل موريتان مزبيين بذا الخلق الذي يكتب و لا يقرأ,2024-06-14T21:47:18.606240Z
1476,1,2024-06-14T21:47:26.696062Z,Positive,هذا عادي مافيه ش، سوق عدل بكر سوق أسبوعي مشهور واكد يمثل بيه ولا فيها باس  بالنسبة انحن أهل  الحوظ الشرقي,2024-06-14T21:47:26.696062Z
1477,1,2024-06-14T21:47:36.651792Z,Neutral,اتحمجي هذا بعد عند الموريتانيون ماه متعلق بالوعي والثقافة وماعندنا فيه شي ؤتوف ههه,2024-06-14T21:47:36.651792Z
1478,1,2024-06-14T21:47:41.923036Z,Neutral,هههه ذ بسيط لا ايجوڭ  ايكد ايعود هو من راصو من أهل عدل بكرو وايكد ايعود لايختير  ايكول شي مافات كالو حد سابكو  كيف مرصة لحموم  إلى آخره ,2024-06-14T21:47:41.923036Z
1479,1,2024-06-14T21:47:53.990470Z,Neutral,سوق بيلا ماه كد اتموليح,2024-06-14T21:47:53.990470Z
1480,1,2024-06-14T21:48:04.123093Z,Neutral,أهل الفيس دائما يضرب المثل بهل عدل بكرو و أهل امبود يغير بعد أخيرلهم العافية ههههههه,2024-06-14T21:48:04.123093Z
1481,1,2024-06-14T21:48:14.154361Z,Positive,ركز على مرشحك وخلي عنك المعارضة لا تفوتوك الفُرص يول عمي,2024-06-14T21:48:14.154361Z
1482,1,2024-06-14T21:48:18.877715Z,Positive,الله المستعان على ما يصفون,2024-06-14T21:48:18.877715Z
1483,1,2024-06-14T21:48:29.672751Z,Positive,لأن عدل بكروا بكرو متعدل,2024-06-14T21:48:29.672751Z
1484,1,2024-06-14T21:48:41.646875Z,Neutral,طيب واد الناقة شنه ذنبه لي دخلته انت ف الموضو ما تخرصلك شمن ذيك الأرض ,2024-06-14T21:48:41.646875Z
1485,1,2024-06-14T21:48:46.500608Z,Positive,سوق عدل بكرو سوق  اكبير ومعروف ينضرب بيه المثل بيه كثرت البضاعه لدجيه من كل مناطق الشرك ومن مالي ويخلق فيه التبادل البضاعات والمثل ماه اجديد وهل الشرك أنفسهم يضرب المثل بيه,2024-06-14T21:48:46.500608Z
1486,1,2024-06-14T21:40:06.174960Z,Positive,وإنت ملي أمالك فحوض الشرقي هذا كاع شرف,2024-06-14T21:40:06.174960Z
1487,1,2024-06-14T21:40:16.716812Z,Positive,إياك ينعتلك عن حد حاج ينقطع عن الدنيا ويذكر ربه,2024-06-14T21:40:16.716812Z
1488,1,2024-06-14T21:40:22.266379Z,Negative,واد الناقة بلا سوق كاع,2024-06-14T21:40:22.266379Z
1489,1,2024-06-14T21:38:30.966907Z,Neutral,هههه واعليهم تخفيض,2024-06-14T21:38:30.966907Z
1490,1,2024-06-14T21:38:41.003595Z,Negative,ايؤ هاذ خاسر انت ماشورك شي ,2024-06-14T21:38:41.003595Z
1491,1,2024-06-14T21:38:57.766283Z,Negative,هذا ألا كيف سخريتك أنت ذيك الساعه,2024-06-14T21:38:57.766283Z
1492,1,2024-06-14T18:50:02.429293Z,Negative,واد الناكه زاد كد جوقتكم انتوم ,2024-06-14T18:50:02.429293Z
1493,1,2024-06-14T18:50:05.749276Z,Negative,ذ مايورط,2024-06-14T18:50:05.749276Z
1494,1,2024-06-14T18:50:35.096899Z,Neutral,لأن نحن أهل الشرك نظرة المجتمع لنا نظرة أزدرائية  ومتبديين تعرف لك ولكن أقول كما قال الشاعر وإذا أتتك مذمتي ناقص فهى شهادة لى بأني كاملو,2024-06-14T18:50:35.096899Z
1495,1,2024-06-14T18:50:39.311672Z,Positive,حج مبرور وسعي مشكور وذنب مغفور,2024-06-14T18:50:39.311672Z
1496,1,2024-06-14T18:50:42.654799Z,Negative,عليه لعنة الله,2024-06-14T18:50:42.654799Z
1497,1,2024-06-14T18:50:50.985976Z,Neutral,الناس شاك انك انت داير ذ المنشور بيك عدل بكرو ههههه,2024-06-14T18:50:50.985976Z
1498,1,2024-06-14T18:50:56.402294Z,Negative,ألا التنمر,2024-06-14T18:50:56.402294Z
1499,1,2024-06-14T18:51:03.969883Z,Negative,ولماذا ماجبرت انت تضرب فيه المثل ماهو واد الناگة بالذات,2024-06-14T18:51:03.969883Z
1500,1,2024-06-14T21:39:06.167413Z,Negative,اخسارتك فيها الجهويه انتوما ماتنضاف الكم,2024-06-14T21:39:06.167413Z
1501,1,2024-06-14T21:39:23.741866Z,Positive,كامل المفاهيم هون ماتتغير عند أهل موريتان والهدف الأساسي منها بعد ألا اجوغه,2024-06-14T21:39:23.741866Z
1502,1,2024-06-14T21:39:27.284003Z,Negative,سخيف,2024-06-14T21:39:27.284003Z
1503,1,2024-06-14T21:39:56.016775Z,Negative,كول عن ذاك دور ايشوفو هو واخليطت سو إل امعاه,2024-06-14T21:39:56.016775Z
1504,1,2024-06-14T21:29:59.050028Z,Neutral,قدم ضد دعوى قضائية بتهمة التشهير,2024-06-14T21:29:59.050028Z
1505,1,2024-06-14T21:30:03.775090Z,Negative,الميعاد معاهم ألا كوناكري,2024-06-14T21:30:03.775090Z
1506,1,2024-06-14T21:30:17.042805Z,Neutral,انت بعد ما نشرت ذ الا الين عاد فم حاجة,2024-06-14T21:30:17.042805Z
1507,1,2024-06-14T21:30:31.181387Z,Positive,لا تخسر حجتك يرحم بوريكه,2024-06-14T21:30:31.181387Z
1508,1,2024-06-14T21:30:39.113689Z,Negative,ذاك ألا انت بيك عزت اتموليح والشعرة الماه خاكه,2024-06-14T21:30:39.113689Z
1509,1,2024-06-14T21:30:44.062844Z,Negative,سوء التربية والأخلاق ورذالة أوتوف,2024-06-14T21:30:44.062844Z
1510,1,2024-06-14T21:30:48.934471Z,Positive,وخيرت  بعد والله ولكن هذا  الا  من  الي  ازيد  عدل  بكرو,2024-06-14T21:30:48.934471Z
1511,1,2024-06-14T21:30:56.158999Z,Positive,يشعب موريتاني لحكم يجد أعليكم روصكم,2024-06-14T21:30:56.158999Z
1512,1,2024-06-14T21:29:17.991064Z,Neutral,ذاك ماه هو قصدك الا فم شي مافات اوضاحلن,2024-06-14T21:29:17.991064Z
1513,1,2024-06-14T21:29:29.407900Z,Negative,ألا اعياو بعد يشروهم  من فم  ولا تنطح فيها عنز صاحبتها,2024-06-14T21:29:29.407900Z
1514,1,2024-06-14T21:29:43.762773Z,Positive,معذور هو شاك عن منقص من سوق عدل بكرو مايعرف عن سوق عدل بكرو من أكبر أسواق موريتاني نشاطا,2024-06-14T21:29:43.762773Z
1515,1,2024-06-14T21:29:51.671857Z,Positive,فاصلين نحن بعد فيه يكانو يضمن لنا حقوق الحاضرين سابگ القادمين,2024-06-14T21:29:51.672853Z
1516,1,2024-06-14T21:27:09.989267Z,Negative,محظرين مواطنينهم وإن كانت لاتوجد عدالة حقيقية,2024-06-14T21:27:09.989267Z
1517,1,2024-06-14T21:27:16.806492Z,Positive,دورنا قادم في تحقيق  معنا علي اساس أغلبية إتفاقات مشتركه معنا,2024-06-14T21:27:16.806492Z
1518,1,2024-06-14T21:27:21.245514Z,Neutral,ونحن لم نحرك ساكنا,2024-06-14T21:27:23.906359Z
1519,1,2024-06-14T21:27:28.879582Z,Negative,كم احزن على بلدي وانا اشاهد تطور البلدان,2024-06-14T21:27:28.879582Z
1520,1,2024-06-14T21:27:38.505366Z,Positive,يال مفصلن ف حد عند فكر بناء دولة,2024-06-14T21:27:38.505366Z
1521,1,2024-06-14T21:27:44.526681Z,Neutral,ايو اجماعت نحن لحكت أمنين؟,2024-06-14T21:27:44.526681Z
1522,1,2024-06-14T21:28:05.890044Z,Negative,هذه هي الدول التي يحكمها وطنيون، حريصون على شعبهم، وليس الخزوات، التي يحكمها الضباع، والحيتان، وهمهم اقتناء الممتلكات في الخارج، والعبث بالمقدرات,2024-06-14T21:28:05.890044Z
1523,1,2024-06-14T21:28:16.894963Z,Positive,ذ امنادم وطني ، أيو اوتوف هو راجع إتفاقية النصاري معناه زاد من باب أولي موريتانيا حد يفهم شي ماانقالو .,2024-06-14T21:28:16.894963Z
1524,1,2024-06-14T21:28:40.044694Z,Positive,دول الجوار في انتظار من سيحكم موريتانيا لفتح بعض الملفات وخاصة الحكام الجدد للسينغال واذا فرض نجاح غزواني ستضيع حقوق كثيرة نسأل الله كل الخير لهذا البلد,2024-06-14T21:28:40.044694Z
1525,1,2024-06-14T21:28:53.328355Z,Negative,اصل ماهم وزراء موريتانيا الكلهم مهم عند الا كومسيوه,2024-06-14T21:28:53.328355Z
1526,1,2024-06-14T18:49:24.546316Z,Positive,يا رب يعملهم يعدون عدوى مباشرة الين ندخل غيبوبة,2024-06-14T18:49:24.546316Z
1527,1,2024-06-14T18:49:27.935940Z,Positive,جميل جداااا جداااا جداااا,2024-06-14T18:49:27.935940Z
1528,1,2024-06-14T18:49:35.103603Z,Positive,حد متابع اخبار سنغال وزينه عنده قطعن بنه لين يعود عاجبه النظام الحالي يعود متخلط,2024-06-14T18:49:35.103603Z
1529,1,2024-06-14T18:49:41.141047Z,Positive,هكذا يكون الرجال,2024-06-14T18:49:41.141047Z
1530,1,2024-06-14T18:49:46.979721Z,Neutral,ردو لخبار امسكين دني,2024-06-14T18:49:46.979721Z
1531,1,2024-06-14T18:49:51.887325Z,Positive,هاذ هوم الاولاد ال ينفع لايحرمن من شكلهم انشالل,2024-06-14T18:49:51.887325Z
1532,1,2024-06-14T18:49:55.187152Z,Positive,الناس يشتغل يويلهم ماهم واحلين فتبجيل كورجكنات,2024-06-14T18:49:55.187152Z
1533,1,2024-06-14T21:26:54.975676Z,Neutral,آخر جملة ترجمتها  ماه دقيقة حت,2024-06-14T21:26:54.975676Z
1534,1,2024-06-14T21:26:59.565088Z,Positive,ماشاء الله ابارك فيك,2024-06-14T21:26:59.565088Z
1535,1,2024-06-14T18:47:58.419487Z,Negative,مده  تعمل من أجل الوطن والمواطن عكس احميرنا  نحن الصفر أل واحلين فيه لا نهب الثروات  وشراء المنازل في كل من اسبانيا والمغرب، يلي يعطيهم  المحور,2024-06-14T18:47:58.419487Z
1536,1,2024-06-14T18:48:06.215192Z,Negative,السنغال جابرة من نفطه الا اسلاليخ,2024-06-14T18:48:06.215192Z
1537,1,2024-06-14T18:48:13.046295Z,Negative,ابعيد فينا نحن نعدل مراجعة اتفاقية مع شركات النهب الأجنبية,2024-06-14T18:48:13.046295Z
1538,1,2024-06-14T18:48:19.205466Z,Negative,يلالي ويعرون فترمن الزمن إراجعن ذ العند من الاتفاقيات,2024-06-14T18:48:19.205466Z
1539,1,2024-06-14T18:48:23.533135Z,Positive,الوزير ظاهر أعليه المتن,2024-06-14T18:48:23.533135Z
1540,1,2024-06-14T18:48:32.428411Z,Negative,شركه متهالكه وغير مهنيه وبنفس الوسائل البدائيه وبدون قيمة مضافه,2024-06-14T18:48:32.428411Z
1541,1,2024-06-14T18:48:42.248427Z,Neutral,برميلن نحن عضو بغريس ,2024-06-14T18:48:42.248427Z
1542,1,2024-06-14T18:48:48.096362Z,Neutral,اتفاقية مجحفة 540 مليون للسنغاليين مقابل 2 مليار و460 مليون,2024-06-14T18:48:48.096362Z
1543,1,2024-06-14T18:48:52.494445Z,Neutral,وجماعتنا نحنا منين لاحقين,2024-06-14T18:48:52.494445Z
1544,1,2024-06-14T18:48:56.085606Z,Positive,الله ايوفقهم,2024-06-14T18:48:56.085606Z
1545,1,2024-06-14T18:49:00.278078Z,Neutral,ونحن ميزانيتنا 2مليار دولار,2024-06-14T18:49:00.278078Z
1546,1,2024-06-14T18:49:03.617876Z,Positive,هذو هومه الرجاله ماهم كيفت ذو سو ألي تصفكولهم انتومه الليل والنهار,2024-06-14T18:49:03.617876Z
1547,1,2024-06-14T18:49:07.612665Z,Positive,الناس لتشتغل و تشتغل على الامد البعيد ,2024-06-14T18:49:07.612665Z
1548,1,2024-06-14T18:49:11.053034Z,Positive,توفيق لهم,2024-06-14T18:49:11.053034Z
1549,1,2024-06-14T18:49:16.053573Z,Positive,حقيقتا وحكما,2024-06-14T18:49:16.053573Z
1550,1,2024-06-14T18:49:20.031954Z,Positive,الناس هامه تشتغل,2024-06-14T18:49:20.031954Z
1551,1,2024-06-14T21:26:41.278904Z,Positive,الناس يشتغلو حك عندهم,2024-06-14T21:26:41.278904Z
1552,1,2024-06-14T21:26:44.795430Z,Positive,يوكي لمده هامه تعدل شي صالح ,2024-06-14T21:26:44.795430Z
1553,1,2024-06-14T21:26:48.239906Z,Positive,يوكي ال حد ايلا اعطيتو صوتك ماه خاسر,2024-06-14T21:26:48.239906Z
1554,1,2024-06-14T18:47:16.618101Z,Positive,أحمار رجالة وتوف سونغو,2024-06-14T18:47:16.618101Z
1555,1,2024-06-14T18:47:20.022885Z,Positive,رجل المرحلة، صارم مع المال العام و المفسدين,2024-06-14T18:47:20.022885Z
1556,1,2024-06-14T18:47:24.400837Z,Negative,مسيكنين الفشلة و المنافقين للي عندنا,2024-06-14T18:47:28.904689Z
1557,1,2024-06-14T18:47:32.483109Z,Neutral,أنت انك مانك في الحج ,2024-06-14T18:47:32.483109Z
1558,1,2024-06-14T18:47:37.926324Z,Negative,كايلك عن مزبيين,2024-06-14T18:47:37.926324Z
1559,1,2024-06-14T18:47:47.271299Z,Negative,خلق نحن ألي واحل فيه إلا سريط يعاكب معاه,2024-06-14T18:47:47.272296Z
1560,1,2024-06-14T18:47:50.142786Z,Negative,امسيكينه موريتاني,2024-06-14T18:47:50.142786Z
1561,1,2024-06-14T21:26:23.971085Z,Negative,وتم انت هون واحل فيه لا دفاع عن فلان إحشمكم لثنين,2024-06-14T21:26:23.971085Z
1562,1,2024-06-14T21:26:28.952319Z,Negative,نحن بعد عدنا الا المنافقين  يلي اريحن منهم   ان شالله,2024-06-14T21:26:36.506417Z
1563,1,2024-06-14T21:45:09.742875Z,Positive,حك بع,2024-06-14T21:45:09.742875Z
1564,1,2024-06-14T21:45:13.959286Z,Positive,حفظكم الرحمن,2024-06-14T21:45:13.959286Z
1565,1,2024-06-14T21:45:18.305282Z,Positive,مبرووووك,2024-06-14T21:45:18.305282Z
1566,1,2024-06-14T21:45:26.787477Z,Negative,مافيهم كورية ولا حرطانية هذا خطأ,2024-06-14T21:45:26.787477Z
1567,1,2024-06-14T21:45:31.952140Z,Positive,وني بعد حد راه بعد ماتل يبقي شي,2024-06-14T21:45:31.952140Z
1568,1,2024-06-14T21:26:16.321854Z,Positive,هنيئا على اختيار النساء  مبروك,2024-06-14T21:26:16.321854Z
1569,1,2024-06-14T21:44:59.073705Z,Positive,النصر حليفنا بإذن الله,2024-06-14T21:44:59.073705Z
1570,1,2024-06-14T22:01:32.589330Z,Neutral,لماذا ثلاثة فقط ؟,2024-06-14T22:01:32.589330Z
1571,1,2024-06-14T21:45:05.637560Z,Negative,هذا يعني فشلهم في الاتخابات,2024-06-14T21:45:05.637560Z
1572,1,2024-06-14T18:47:12.360669Z,Negative,هو ذ جواق ماهو جدي,2024-06-14T18:47:12.360669Z
1573,1,2024-06-14T21:35:57.260257Z,Negative,الا ماير گلت النجاح بعد,2024-06-14T21:35:57.260257Z
1574,1,2024-06-14T21:36:00.569750Z,Positive,ذو ذوق رفيع,2024-06-14T21:36:00.569750Z
